project	profile	total_tus	raw_bytes	probe_tus	probe_raw_bytes	p29_probe_bytes	grz_probe_bytes	p29_complete_bytes	grz_complete_bytes	z19_long_bytes	z6_long_bytes	complete_winner	fixed_500m_choice	fixed_500m_bytes	p29_source_sha256	p29_binary_sha256	grz_source_sha256	grz_binary_sha256	prefix_identity	exact	p29_probe_wire_bpr	p29_probe_first_half_wire_bpr	p29_probe_last_quarter_wire_bpr	p29_probe_trajectory	p29_probe_region_control_raw_bytes	p29_probe_region_control_raw_fraction	p29_probe_literal_raw_bytes	p29_probe_literal_raw_fraction	p29_probe_array_control_raw_bytes	p29_probe_array_control_raw_fraction	p29_probe_array_values_raw_bytes	p29_probe_array_values_raw_fraction	p29_probe_source_control_raw_bytes	p29_probe_source_control_raw_fraction	p29_probe_source_files_raw_bytes	p29_probe_source_files_raw_fraction	p29_probe_blob_raw_bytes	p29_probe_blob_raw_fraction	p29_probe_blob_patch_raw_bytes	p29_probe_blob_patch_raw_fraction	p29_probe_root_wire_bytes	p29_probe_root_wire_fraction	p29_probe_block_wire_bytes	p29_probe_block_wire_fraction	p29_probe_path_wire_bytes	p29_probe_path_wire_fraction	p29_probe_framing_wire_bytes	p29_probe_framing_wire_fraction	p29_probe_region_control_wire_bytes	p29_probe_region_control_wire_fraction	p29_probe_region_other_wire_bytes	p29_probe_region_other_wire_fraction	p29_probe_literal_wire_bytes	p29_probe_literal_wire_fraction	p29_probe_array_control_wire_bytes	p29_probe_array_control_wire_fraction	p29_probe_array_values_wire_bytes	p29_probe_array_values_wire_fraction	p29_probe_source_control_wire_bytes	p29_probe_source_control_wire_fraction	p29_probe_source_files_wire_bytes	p29_probe_source_files_wire_fraction	p29_probe_selector_wire_bytes	p29_probe_selector_wire_fraction	p29_probe_blob_wire_bytes	p29_probe_blob_wire_fraction	p29_probe_blob_patch_wire_bytes	p29_probe_blob_patch_wire_fraction	p29_probe_line_other_wire_bytes	p29_probe_line_other_wire_fraction	p29_probe_association_wire_bytes	p29_probe_association_wire_fraction	p29_probe_missing_request_wire_bytes	p29_probe_missing_request_wire_fraction	p29_probe_blob_fallback_request_wire_bytes	p29_probe_blob_fallback_request_wire_fraction	p29_probe_blob_fallback_reply_wire_bytes	p29_probe_blob_fallback_reply_wire_fraction	p29_probe_missing_other_wire_bytes	p29_probe_missing_other_wire_fraction	grz_probe_wire_bpr	grz_probe_group_count	grz_probe_framing_bytes	grz_probe_add_bytes	grz_probe_add_bpr	grz_probe_anchor_samples	grz_probe_anchor_matches	grz_probe_anchor_sample_per_raw	grz_probe_anchor_occupied_fraction	grz_probe_anchor_usable_fraction	grz_probe_anchor_match_fraction	grz_probe_anchor_collision_fraction	grz_probe_close_reasons	probe_wire_delta_bpr
eigen	fedora-clang-libcxx	1522	10096756857	112	712973255	867332	662518	2320794	4864106	2586364	3685129	p29	p29	2320794	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.0012165000495004542	0.002227069498461151	0.00021336747698287535	0.09580638463698905	559966	0.0007853955194995358	5968182	0.008370835733522711	42	5.8908240534211905e-08	16	2.2441234489223583e-08	0	0.0	0	0.0	0	0.0	0	0.0	24649	0.02841933654010229	2601	0.002998851650809609	11376	0.013116084728800506	896	0.001033053086937874	253997	0.2928486438872312	0	0.0	550680	0.634912582494362	33	3.8047714139452946e-05	29	3.343587000133743e-05	0	0.0	0	0.0	112	0.00012913163586723424	0	0.0	0	0.0	0	0.0	0	0.0	22959	0.026470832391748488	0	0.0	0	0.0	0	0.0	0.0009292326119582144	2	108	7478706	0.010489462188872709	118264	2172	0.00016587438472709612	0.04614252858012582	0.04614252858012582	0.39802089059923035	0.6019791094007697	raw,tu	0.00028726743754223987
eigen	linuxbrew	1522	8152489841	112	571048074	817428	639421	2309461	3874615	2390684	3178513	p29	p29	2309461	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.0014314521617666816	0.0026112205030437174	0.00026592744915688655	0.10184028841950095	560697	0.0009818735506320962	5114661	0.008956620699503488	42	7.354897409215323e-08	16	2.8018656797010755e-08	0	0.0	0	0.0	0	0.0	0	0.0	12765	0.015616054257989695	1702	0.0020821405677319592	7252	0.008871729375553566	896	0.001096121003929398	251209	0.3073163630313618	0	0.0	531104	0.6497257250791507	33	4.037052804650685e-05	29	3.547713070753632e-05	0	0.0	0	0.0	112	0.00013701512549117476	0	0.0	0	0.0	0	0.0	0	0.0	12326	0.015079003900037679	0	0.0	0	0.0	0	0.0	0.0011197323467375883	2	108	6336945	0.011097042943533333	100020	1716	0.0001751516283023135	0.04020195960807838	0.04020195960807838	0.4267595125590649	0.5732404874409351	raw,tu	0.0003117198150290933
fmt	conan-gcc	51	131371127	51	131371127	1020039	676267	1020039	676267	747862	950105	grz	grz	676267	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.007764560016296427	0.013246559554095077	0.0031240631428778184	0.23583958763934573	754287	0.005741649761442634	4475512	0.034067698909213136	267	2.0324100591753316e-06	1255	9.553088480393412e-06	0	0.0	0	0.0	0	0.0	0	0.0	84287	0.0826311542990023	12559	0.012312274334608775	6151	0.006030161591860704	332	0.0003254777513408801	366203	0.3590088222116998	0	0.0	473744	0.46443714406998166	76	7.450695512622557e-05	1222	0.00119799341005589	0	0.0	0	0.0	32	3.1371349526831816e-05	0	0.0	0	0.0	0	0.0	0	0.0	75433	0.07395109402679702	0	0.0	0	0.0	0	0.0	0.005147759750892599	1	108	9192517	0.06997364801475746	145753	2675	0.0011094751436516183	0.05411209374764156	0.05411209374764156	0.3391657157347534	0.6608342842652466	tu	0.002616800265403828
fmt	debian-gcc	51	128551487	51	128551487	1006187	665724	1006187	665724	736292	937614	grz	grz	665724	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.007827112882793802	0.013278064622125727	0.0032223123332078816	0.24267936818430785	751740	0.005847773662859303	4389253	0.03414393020595709	267	2.0769888099388536e-06	1255	9.7626253051433e-06	0	0.0	0	0.0	0	0.0	0	0.0	83824	0.0833085698781638	12265	0.012189583049671682	5971	0.0059342845812955245	332	0.00032995854647297173	363994	0.3617558167616954	0	0.0	463532	0.4606817619388841	76	7.553267931308992e-05	1222	0.0012144859752709982	0	0.0	0	0.0	32	3.1803233394985223e-05	0	0.0	0	0.0	0	0.0	0	0.0	74939	0.07447820335583744	0	0.0	0	0.0	0	0.0	0.0051786565487181024	1	108	8923938	0.06941917365763338	141764	2422	0.0011027799312815416	0.049363731271690976	0.049363731271690976	0.3460988853958274	0.6539011146041727	tu	0.0026484563340757
fmt	fedora-clang-libcxx	51	192626053	51	192626053	783182	600948	783182	600948	674860	867928	grz	grz	600948	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.0040658155415768185	0.007373802346956555	0.0013082236568638156	0.17741506963551423	426423	0.0022137348160271965	6188169	0.03212529615607085	267	1.3861053364364996e-06	1255	6.515214221826993e-06	0	0.0	0	0.0	0	0.0	0	0.0	25509	0.032570973285902895	11182	0.01427765193786374	9797	0.012509225186482835	328	0.00041880431368443097	226797	0.28958403027648744	0	0.0	489018	0.6243989264308935	76	9.70400239024901e-05	1222	0.0015603014369584593	0	0.0	0	0.0	31	3.95821150128578e-05	0	0.0	0	0.0	0	0.0	0	0.0	19222	0.024543464992811376	0	0.0	0	0.0	0	0.0	0.003119764905321504	1	108	7448333	0.038667318797213794	119624	4131	0.0006210167219695874	0.06196917006620745	0.06196917006620745	0.557264265479563	0.4427357345204371	tu	0.0009460506362553144
fmt	linuxbrew	51	129410391	51	129410391	760819	595186	760819	595186	652104	821679	grz	grz	595186	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.005879118315931833	0.010464544382402767	0.00198694322080112	0.1898738395283004	456364	0.003526486524563549	5322943	0.04113226889176156	267	2.0632037190892964e-06	1255	9.697830215195006e-06	0	0.0	0	0.0	0	0.0	0	0.0	12006	0.01578036300355275	6045	0.007945385170454471	6702	0.008808928273347538	328	0.0004311143649146512	242317	0.31849493769214493	0	0.0	482598	0.634313811826466	76	9.989235284607771e-05	1222	0.0016061638839198285	0	0.0	0	0.0	31	4.0745564976689595e-05	0	0.0	0	0.0	0	0.0	0	0.0	9494	0.012478657867377129	0	0.0	0	0.0	0	0.0	0.004599213366104427	1	108	6383604	0.049328372711585425	102138	2640	0.0007892565597765639	0.049325422467641815	0.049325422467641815	0.5240174672489083	0.4759825327510917	tu	0.001279904949827406
leveldb	conan-gcc	94	178753005	94	178753005	925045	621537	925045	621537	699429	892089	grz	grz	621537	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.005174989925344192	0.010185643820854205	0.0026892960513917553	0.26402808685354373	693043	0.003877098457729424	3610607	0.02019886043314349	79	4.419506122428543e-07	52	2.9090420046365094e-07	0	0.0	0	0.0	0	0.0	0	0.0	56244	0.060801366420012	15302	0.016541897961720783	11488	0.012418855298931403	740	0.0007999610829743418	346878	0.3749850007296942	0	0.0	449700	0.48613851218048854	96	0.00010377873508856326	62	6.702376641136377e-05	0	0.0	0	0.0	91	9.837359263603392e-05	0	0.0	0	0.0	0	0.0	0	0.0	44444	0.04804523023204277	0	0.0	0	0.0	0	0.0	0.00347707161622262	1	108	6689354	0.03742233032669856	108348	4771	0.0006061324675353011	0.06805847823679256	0.06805847823679256	0.6470029834553838	0.35299701654461624	tu	0.0016979183091215726
leveldb	debian-gcc	94	174821287	94	174821287	911927	612569	911927	612569	687969	877639	grz	grz	612569	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.005216338442812173	0.010394280386693636	0.0027508194362903535	0.2646474151122427	694757	0.003974098417431282	3533796	0.020213762640930565	79	4.518900492935966e-07	52	2.97446614724899e-07	0	0.0	0	0.0	0	0.0	0	0.0	55143	0.060468655934082446	14610	0.01602101922631965	11116	0.01218957219163376	740	0.000811468461839599	346840	0.380337461222225	0	0.0	439476	0.481920153696513	96	0.00010527158423865068	62	6.798789815412857e-05	0	0.0	0	0.0	91	9.978868922622096e-05	0	0.0	0	0.0	0	0.0	0	0.0	43753	0.04797862109576753	0	0.0	0	0.0	0	0.0	0.003503972602604167	1	108	6514110	0.03726153783549254	105984	4402	0.0006062419618269942	0.06494376509661835	0.06494376509661835	0.6395467092837426	0.3604532907162574	tu	0.0017123658402080064
leveldb	fedora-clang-libcxx	94	321953631	94	321953631	945669	621604	945669	621604	701561	967056	grz	grz	621604	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.0029372832263537974	0.004834749682324275	0.0026299987605580104	0.5439782684454627	667433	0.0020730718207057587	5891821	0.018300216033283377	79	2.4537694994966527e-07	52	1.6151394173902018e-07	0	0.0	0	0.0	0	0.0	0	0.0	35955	0.03802070280404666	19479	0.02059811625420734	15054	0.015918889167351367	740	0.0007825148122651795	369235	0.39044845500909936	0	0.0	479924	0.5074968091372352	96	0.00010151543510467193	62	6.556205183843396e-05	0	0.0	0	0.0	91	9.622817285963694e-05	0	0.0	0	0.0	0	0.0	0	0.0	25033	0.026471207155992212	0	0.0	0	0.0	0	0.0	0.0019307252353988826	1	108	7301170	0.02267770665397465	122192	9843	0.00037953291478796833	0.10720014403561608	0.10720014403561608	0.7514314069776319	0.2485685930223681	tu	0.0010065579909549149
leveldb	linuxbrew	94	180059857	94	180059857	785352	575702	785352	575702	642697	820287	grz	grz	575702	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.004361616259641926	0.009295190926413042	0.0025166354919451436	0.2707459708862912	537358	0.002984329816500965	3905538	0.02169022049151133	79	4.387429897825588e-07	52	2.8879285403408933e-07	0	0.0	0	0.0	0	0.0	0	0.0	17983	0.022898012610905683	11361	0.01446612474406381	11754	0.014966537297925006	740	0.000942252645947295	285759	0.3638610457476393	0	0.0	444454	0.5659296722998095	96	0.0001222381810958653	62	7.894549195774633e-05	0	0.0	0	0.0	91	0.00011587160916378898	0	0.0	0	0.0	0	0.0	0	0.0	13052	0.01661929937149202	0	0.0	0	0.0	0	0.0	0.003197281224098717	1	108	5298261	0.029424998377067465	86638	5000	0.0004811622170731814	0.07585586001523581	0.07585586001523581	0.7608034083992696	0.23919659160073037	tu	0.0011643350355432084
nlohmann-json	conan-gcc	99	296219113	99	296219113	1202534	802802	1202534	802802	855284	1124942	grz	grz	802802	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.004059609752460504	0.007222401972096743	0.0009658581933693111	0.13373088303598143	1075935	0.003632226796925153	8061367	0.027214202751326178	2175	7.342537684258072e-06	1464	4.942287434369571e-06	0	0.0	0	0.0	0	0.0	0	0.0	38369	0.03190679016144242	9266	0.007705395439962613	9598	0.007981479109946163	788	0.0006552829275513208	512710	0.4263580073411646	0	0.0	599274	0.49834266640277947	697	0.0005796093915016124	825	0.0006860512883627407	0	0.0	0	0.0	98	8.149457728430131e-05	0	0.0	0	0.0	0	0.0	0	0.0	30909	0.02570322336000479	0	0.0	0	0.0	0	0.0	0.002710162730113907	1	108	10311326	0.03480979297915864	167692	8452	0.0005661079675165998	0.08729694916871407	0.08729694916871407	0.5773618416558508	0.4226381583441492	tu	0.001349447022346597
nlohmann-json	debian-gcc	99	288512502	99	288512502	1132913	760359	1132913	760359	810380	1064520	grz	grz	760359	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.003926737982397726	0.006995657533328202	0.000983805387215975	0.14063086743869335	1031786	0.003576226308556986	7776794	0.026954790333487872	2175	7.538668116364677e-06	1464	5.074303504532362e-06	0	0.0	0	0.0	0	0.0	0	0.0	34701	0.030629889497251775	8832	0.007795832513176211	9177	0.008100357220722157	784	0.000692021364394265	487850	0.4306155900762018	0	0.0	562374	0.496396457627373	697	0.000615228177273983	825	0.0007282112571750876	0	0.0	0	0.0	97	8.561999023755575e-05	0	0.0	0	0.0	0	0.0	0	0.0	27576	0.0243407922761942	0	0.0	0	0.0	0	0.0	0.002635445586340657	1	108	9885933	0.03426518064718041	160432	8052	0.000556066024480284	0.08513264186695921	0.08513264186695921	0.5895445892517206	0.4104554107482794	tu	0.001291292396057069
nlohmann-json	fedora-clang-libcxx	99	428239197	99	428239197	1437035	881905	1437035	881905	936469	1319427	grz	grz	881905	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.003355683015630164	0.0060786643985850895	0.0007371487157907844	0.12126820423946551	1465430	0.0034219894168165087	10397698	0.02428011745034166	2155	5.032234356632235e-06	1457	3.4023041566650427e-06	0	0.0	0	0.0	0	0.0	0	0.0	96516	0.06716329108198478	13158	0.009156353185552196	14872	0.01034908683504577	784	0.0005455677836656727	626213	0.4357673960620305	0	0.0	597598	0.4158548678355085	698	0.0004857223380084688	812	0.0005650523473680182	0	0.0	0	0.0	97	6.750009568312532e-05	0	0.0	0	0.0	0	0.0	0	0.0	86287	0.060045162435152934	0	0.0	0	0.0	0	0.0	0.0020593747750745944	1	108	14960139	0.03493407213725931	242467	10727	0.0005661952518559388	0.10369246124214841	0.10369246124214841	0.42665659056558747	0.5733434094344125	tu	0.0012963082405555697
nlohmann-json	linuxbrew	99	296702050	99	296702050	1272706	808811	1272706	808811	873551	1166734	grz	grz	808811	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.004289508616472316	0.007442880682913938	0.001158824397459286	0.1556956838122519	1243067	0.0041896137893216445	8254402	0.027820508823582446	2155	7.26317866694888e-06	1457	4.910650263454533e-06	0	0.0	0	0.0	0	0.0	0	0.0	79496	0.06246218686798051	9572	0.007520982850713362	9992	0.00785098836651984	784	0.0006160102961720932	538914	0.4234395060603156	0	0.0	560194	0.44015978552784385	698	0.0005484377381736237	812	0.0006380106638925251	0	0.0	0	0.0	97	7.621555960292479e-05	0	0.0	0	0.0	0	0.0	0	0.0	72147	0.05668787606878572	0	0.0	0	0.0	0	0.0	0.0027260040838949376	1	108	12918485	0.04354026202380469	208084	7193	0.0007013230950038936	0.08474462236404529	0.08474462236404529	0.4079051831688783	0.5920948168311218	tu	0.0015635045325773783
opencv	conan-gcc	1500	3598096497	112	34448996	461808	335867	6795281	6251815	6073953	7897024	grz	grz	6251815	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.013405557595931098	0.015304268009527711	0.006752455797748286	0.4412139014779751	328075	0.009523499610844971	2179548	0.06326883953308828	450	1.3062789986680599e-05	1520	4.41232017327878e-05	0	0.0	0	0.0	0	0.0	0	0.0	13595	0.02943864116689187	4398	0.009523438312025777	8625	0.018676592869764058	896	0.0019402002563836053	167077	0.36178888195960224	0	0.0	254354	0.5507786785850397	234	0.0005067040848144683	764	0.0016543671828985207	0	0.0	0	0.0	112	0.00024252503204795066	0	0.0	0	0.0	0	0.0	0	0.0	11753	0.025449970550531824	0	0.0	0	0.0	0	0.0	0.009749689076569895	1	108	3033843	0.08806767547013562	48782	1901	0.0014160644914005622	0.04960846213767373	0.04960846213767373	0.7855371900826447	0.21446280991735536	tu	0.003655868519361203
opencv	debian-gcc	1500	3524073698	112	33330108	452525	330308	6779047	6229483	6048175	7855064	grz	grz	6229483	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.013577063716685227	0.015447585644673271	0.006913915139667565	0.447572539728994	326502	0.0097960078617207	2159111	0.06477959807390964	450	1.3501306386405948e-05	1520	4.56044126829712e-05	0	0.0	0	0.0	0	0.0	0	0.0	13088	0.028922158996740513	4238	0.009365228440417657	8295	0.01833047897906193	896	0.001980001104911331	166257	0.3673984862714767	0	0.0	247380	0.5466659300591128	234	0.0005170985028451467	764	0.0016883045135627865	0	0.0	0	0.0	112	0.00024750013811391635	0	0.0	0	0.0	0	0.0	0	0.0	11261	0.02488481299375725	0	0.0	0	0.0	0	0.0	0.009910198910846614	1	108	2972755	0.08919128014826715	47930	1880	0.001438039144667638	0.0504694345921135	0.0504694345921135	0.7771806531624639	0.22281934683753618	tu	0.0036668648058386134
opencv	fedora-clang-libcxx	1500	5252526171	112	60289533	531296	388857	6144420	6609636	6146705	8009189	p29	grz	6609636	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.008812408614941503	0.00915550689963732	0.0064635929834212565	0.7059787136064853	339677	0.005634095722718569	3212830	0.053290013044221124	450	7.463982180787501e-06	1520	2.5211673143993335e-05	0	0.0	0	0.0	0	0.0	0	0.0	24196	0.04554146840932362	8246	0.015520538456905379	12688	0.02388122628440643	896	0.001686442209239294	169362	0.3187714569656086	0	0.0	295546	0.5562737155935674	234	0.00044043245196651205	764	0.0014379931337710052	0	0.0	0	0.0	112	0.00021080527615491176	0	0.0	0	0.0	0	0.0	0	0.0	19252	0.0362359212190568	0	0.0	0	0.0	0	0.0	0.006449826041943301	1	108	4359403	0.07230779180193683	70846	3194	0.0011750961812890474	0.06114671258786664	0.06114671258786664	0.73730378578024	0.2626962142197599	tu	0.002362582572998202
opencv	linuxbrew	1485	3610590484	112	34519097	398089	281410	6052292	5959063	5738870	7394642	grz	grz	5959063	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.011532427977475772	0.01289968090251535	0.006993510416614751	0.542146001088373	306791	0.008887573159865682	2037930	0.059037755246030915	279	8.082482574790412e-06	618	1.7903133445234678e-05	0	0.0	0	0.0	0	0.0	0	0.0	10193	0.02560482706128529	3624	0.009103491932708515	8951	0.02248492171348618	896	0.002250752972325284	155568	0.3907869848199774	0	0.0	209414	0.5260481952528203	154	0.0003868481671184082	498	0.0012509765404218655	0	0.0	0	0.0	112	0.0002813441215406605	0	0.0	0	0.0	0	0.0	0	0.0	8679	0.021801657418316005	0	0.0	0	0.0	0	0.0	0.008152299001332509	1	108	2752750	0.07974571293101902	44520	1909	0.0012897208753751583	0.053436657681940704	0.053436657681940704	0.8024379991593107	0.19756200084068937	tu	0.003380128976143263
range-v3	conan-gcc	537	912083285	112	152370714	326669	243844	850547	633756	770633	1024836	grz	grz	633756	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.002143909360429984	0.004088521206344597	0.0001743867626153178	0.04265277194715369	210946	0.0013844261437273306	1793880	0.011773128529147667	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	12104	0.03705279656165721	4988	0.015269278688825692	10926	0.03344669987051113	896	0.002742837551160349	102265	0.31305388634979137	0	0.0	185528	0.5679388004371397	0	0.0	0	0.0	0	0.0	0	0.0	112	0.0003428546938950436	0	0.0	0	0.0	0	0.0	0	0.0	9850	0.03015284584701946	0	0.0	0	0.0	0	0.0	0.0016003337754261623	1	108	2593720	0.01702243122651509	42611	1981	0.0002796534772423525	0.055595972870854944	0.055595972870854944	0.8362178134233854	0.1637821865766146	tu	0.0005435755850038216
range-v3	debian-gcc	537	866488941	112	144346085	318637	237497	842644	625132	756030	1002325	grz	grz	625132	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.0022074516257229978	0.004203581507462258	0.0001855869082870741	0.04414971089715224	211319	0.001463974585801894	1647068	0.011410548474522187	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	11883	0.037293220812397804	5041	0.015820510486854948	10790	0.03386298515238343	896	0.002811977265665946	102933	0.32304158023079554	0	0.0	177310	0.556463938588425	0	0.0	0	0.0	0	0.0	0	0.0	112	0.00035149715820824326	0	0.0	0	0.0	0	0.0	0	0.0	9672	0.030354290305269004	0	0.0	0	0.0	0	0.0	0.001645330387727523	1	108	2511857	0.017401628869948223	41238	2511	0.0002856883856600614	0.06942625733546728	0.06942625733546728	0.877052043311212	0.12294795668878798	tu	0.0005621212379954747
